image_name,density_label,size_label,tissue_profile,llm_explanation
1-2522.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2542.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2546.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2547.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2550.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2553.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2558.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-256.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2561.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2565.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-257.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2573.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2574.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2575.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2578.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2585.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2593.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2602.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2604.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-261.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2610.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2614.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2615.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2617.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2621.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2622.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2623.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2631.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2638.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2641.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2643.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2650.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2654.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-285.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
1-286.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-288.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-296.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-297.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-304.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-307.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-312.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-322.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-324.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-336.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-34.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-341.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-350.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
1-353.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-362.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-367.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-368.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-371.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-373.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-38.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-384.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-388.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-399.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-4.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-401.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-405.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-406.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-409.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-412.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-413.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-418.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-422.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-426.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-430.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-435.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-437.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-438.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-440.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-445.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-448.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-45.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-46.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-461.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-468.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-47.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-486.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-498.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-512.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-519.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-526.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-530.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
1-533.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-539.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-545.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-55.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-554.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-558.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-560.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-562.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-563.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-565.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-566.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-575.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-577.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-582.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-587.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-599.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-6.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-605.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-610.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-616.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-62.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-630.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-632.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-636.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-645.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-647.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-648.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-652.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-657.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-658.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-659.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-66.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-661.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-662.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-664.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-666.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-67.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-686.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-695.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-70.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-704.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-709.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-710.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-714.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-723.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-741.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-762.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-77.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-772.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-778.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-789.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-792.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-796.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-808.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-81.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-815.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-82.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-822.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-827.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-831.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-837.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-839.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-849.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-859.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-866.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-869.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-876.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-881.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-889.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
1-897.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-901.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-906.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-908.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-920.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-922.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-924.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-928.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-934.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-94.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-940.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-948.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-966.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-984.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-985.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-999.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
2-0.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1002.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
2-1011.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1016.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-102.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1027.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
2-1040.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1042.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1045.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1046.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
2-1048.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1056.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1066.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1078.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1083.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1085.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1087.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1089.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1095.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-11.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1108.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1114.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1115.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1116.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1119.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1122.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1134.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1141.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1142.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1155.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1167.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1180.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1185.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1187.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1196.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-120.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1200.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1214.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1219.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1222.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1226.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1245.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1253.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1268.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1273.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1276.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1278.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1283.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1292.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1296.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1297.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1326.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1328.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
2-1329.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
2-1331.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1336.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1339.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1360.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1364.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1374.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1398.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1400.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1401.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1404.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
2-1408.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1409.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1411.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1420.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
2-1427.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
2-1430.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1438.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1444.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1447.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1474.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1479.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1482.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1486.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1511.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
2-1524.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
2-1525.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
